assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,red_cards,saves,saves_per_90,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,1,238,100,100,2,0.13,55914,None,,0,0,-1,1,66.7,344,116,None,,0,2,0.0,0.0,-1,0.31,0.02,1.21,0.08,0.90,26.08,1.65,0.06,Liam,0.0,250,144,32,2.02,1,53.8,273,92,221,False,327.0,212,82,1425,,2023-04-30T20:30:07.390331Z,44,476,91,0,0,None,0,,55914.jpg,1.7,375,133,0,0,0.0,Cooper,0.1,509,187,False,None,16,1.01,a,11,2,147.0,221,44,31,14344,0,17632,0,0.0,7.0,Cooper,5
1,4,336,100,100,3,0.13,66588,None,,0,0,0,0,217.6,172,39,None,,1,2,2.8,0.0,0,2.24,0.1,5.17,0.23,2.93,42.12,1.85,0.13,Luke,0.0,313,178,48,2.11,2,96.7,142,28,222,False,465.4,131,44,2048,,2022-07-05T15:30:04.180211Z,45,344,61,0,0,None,0,,66588.jpg,2.0,319,120,0,0,0.0,Ayling,0.3,335,125,False,None,22,0.97,a,11,2,281.0,136,14,59,82527,0,59610,0,0.0,13.1,Ayling,3
0,0,43,0,0,0,0.0,72222,None,,0,0,-4,4,69.3,341,177,None,,0,3,0.0,0.0,0,0.22,0.07,0.38,0.12,0.16,4.99,1.69,0.05,Mateusz,0.0,440,137,5,1.69,0,15.2,427,194,223,False,39.6,460,203,266,Transferred to DC United,2023-01-14T20:36:08.203927Z,46,326,198,0,0,None,0,,72222.jpg,0.9,537,253,0,0,0.0,Klich,0.0,539,207,False,None,0,0.0,u,11,2,50.0,363,178,12,5483,0,14400,0,0.0,2.6,Klich,2
0,0,78,100,100,0,0.0,80179,None,,0,0,-1,1,123.7,256,150,None,,0,3,1.5,0.0,2,0.65,0.12,0.68,0.13,0.03,11.94,2.27,0.01,Adam,0.0,252,43,13,2.47,0,20.3,407,181,224,False,74.0,414,178,473,,2023-01-07T00:00:07.118113Z,44,478,278,0,0,None,0,,80179.jpg,1.3,448,197,0,0,0.0,Forshaw,0.0,565,225,False,None,5,0.95,a,11,2,4.0,462,225,16,5411,0,9557,0,0.0,3.6,Forshaw,0
2,6,368,100,75,5,0.23,80954,None,,0,0,3,-3,262.1,141,96,2,,3,3,3.2,0.0,2,1.24,0.06,9.28,0.44,8.04,36.79,1.72,0.38,Rodrigo,0.0,718,309,43,2.01,13,171.1,48,35,225,False,580.2,87,40,1928,,2023-05-21T21:00:08.828817Z,63,58,30,0,0,4,0,,80954.jpg,4.1,50,24,0,0,0.0,Moreno,4.1,88,27,False,None,23,1.07,a,11,2,875.0,23,12,127,4664500,0,4737677,0,0.0,20.2,Rodrigo,6
0,0,0,100,0,0,0,87873,None,,0,0,-1,1,0.0,753,259,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Stuart,0.0,528,228,0,0,0,0.0,755,259,226,False,0.0,754,259,0,,2022-07-05T15:30:04.195729Z,49,224,30,0,0,None,0,,87873.jpg,0.0,757,259,0,0,0,Dallas,0.0,658,237,False,None,0,0,a,11,2,0.0,746,259,0,2762,0,3442,0,0.0,0.0,Dallas,0
5,3,157,100,50,1,0.06,106617,None,,0,0,-4,4,171.6,210,31,None,,0,4,1.4,0.0,0,0.90,0.05,9.41,0.56,8.51,27.99,1.67,0.51,Patrick,0.0,739,76,31,1.85,4,99.6,135,23,227,False,252.2,271,30,1510,,2023-05-21T21:00:08.848106Z,71,35,16,0,2,1,0,,106617.jpg,2.5,235,30,0,0,0.0,Bamford,0.4,286,48,False,None,18,1.07,a,11,2,588.0,47,18,70,190355,0,288276,0,0.0,9.9,Bamford,3
0,2,115,0,0,1,0.14,149915,None,,0,0,-1,1,5.8,460,165,None,,0,2,0.0,0.0,0,0.03,0.0,0.75,0.1,0.72,11.00,1.53,0.1,Diego,0.0,262,151,12,1.67,0,14.6,431,153,228,False,99.0,384,148,648,Season-long loan to Roma,2023-01-31T23:13:19.522443Z,44,488,98,0,0,None,0,,149915.jpg,2.0,315,116,0,0,0.0,Llorente,0.2,359,134,False,None,7,0.97,u,11,2,40.0,385,138,16,30610,0,50345,0,0.0,3.6,Llorente,1
0,0,0,0,0,0,0,173821,None,,0,0,0,0,0.0,759,328,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Tyler,0.0,570,220,0,0,0,0.0,761,328,229,False,0.0,760,328,0,Joined QPR on loan - Expected back 01 Jul,2022-07-08T11:00:04.089064Z,50,193,109,0,0,None,0,,173821.jpg,0.0,762,329,0,0,0,Roberts,0.0,770,331,False,None,0,0,u,11,2,0.0,754,326,0,0,0,40,0,0.0,0.0,Roberts,0
0,2,447,100,100,5,0.14,193645,None,,0,0,0,0,96.5,301,92,None,,0,2,0.2,0.0,0,0.47,0.01,2.06,0.06,1.59,63.02,1.79,0.05,Robin,0.0,333,190,74,2.1,0,91.8,152,33,230,False,602.4,80,21,3175,,2023-01-18T23:30:08.296318Z,45,364,73,1,0,None,0,,193645.jpg,1.5,411,148,0,0,0.0,Koch,0.2,393,149,False,None,36,1.02,a,11,2,219.0,171,24,55,30772,0,35724,0,0.0,12.2,Koch,7
0,0,0,0,0,0,0,219961,None,,0,0,0,0,0.0,777,338,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Raphael,0.0,738,318,0,0,0,0.0,777,338,232,False,0.0,777,338,0,Transferred to Barcelona,2022-07-15T15:56:51.961298Z,70,42,21,0,0,None,0,,219961.jpg,0.0,777,338,0,0,0,Dias Belloli,0.1,458,168,False,None,0,0,u,11,2,0.0,777,338,0,0,0,12514,0,0.0,0.0,Raphinha,0
8,15,403,100,100,6,0.2,221399,4,,0,0,-3,3,834.8,19,16,5,,2,3,2.0,0.0,8,5.06,0.17,10.50,0.35,5.44,49.47,1.64,0.18,Jack,0.0,696,295,55,1.83,5,192.0,36,25,233,False,600.2,82,37,2707,,2022-12-22T16:00:08.108670Z,57,84,46,1,0,None,0,,221399.jpg,3.7,85,36,0,0,0.0,Harrison,2.1,130,44,False,None,34,1.13,a,11,2,487.0,65,41,134,1164069,0,1131164,0,0.0,23.5,Harrison,2
0,0,0,0,0,0,0,221610,None,,0,0,0,0,0.0,684,280,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Jamie,0.0,346,74,0,0,0,0.0,690,278,234,False,0.0,685,275,0,Joined Millwall on loan - Expected back 01 Jul,2022-07-19T23:00:04.159636Z,45,377,214,0,0,None,0,,221610.jpg,0.0,696,284,0,0,0,Shackleton,0.0,748,314,False,None,0,0,u,11,2,0.0,665,269,0,0,0,465,0,0.0,0.0,Shackleton,0
2,4,423,100,100,4,0.16,222694,None,,0,0,0,0,218.6,170,38,None,,0,2,0.8,0.0,-1,1.20,0.05,2.55,0.11,1.35,42.41,1.74,0.06,Pascal,0.0,347,195,52,2.13,2,102.9,127,23,235,False,544.4,101,33,2198,,2023-02-08T23:00:08.866352Z,45,378,78,0,0,None,0,,222694.jpg,2.3,255,95,0,0,0.0,Struijk,0.5,268,97,False,None,26,1.06,a,11,2,266.0,144,17,66,290060,0,269277,0,0.0,14.7,Struijk,5
0,0,0,None,None,0,0,223081,None,,0,0,-2,2,0.0,527,20,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Kristoffer,0.0,14,8,0,0,0,0.0,552,44,236,False,0.0,548,44,0,,None,38,771,83,0,0,None,0,,223081.jpg,0.0,560,44,0,0,0,Klaesson,0.7,231,36,False,None,0,0,a,11,2,0.0,487,10,0,78626,0,57527,0,0.0,0.0,Klaesson,0
2,1,107,None,None,0,0.0,248937,2,,0,0,-4,4,210.5,174,24,1,,1,4,0.8,0.0,0,1.06,0.23,1.75,0.38,0.69,11.80,2.59,0.15,Sam,0.0,150,2,11,2.41,1,41.6,322,47,237,False,121.8,366,43,410,,None,41,643,93,0,0,None,0,,248937.jpg,1.7,371,48,0,0,0.0,Greenwood,10.8,42,9,False,None,3,0.66,a,11,2,85.0,296,55,30,2428125,0,3465091,0,0.0,7.3,Greenwood,1
0,8,548,100,100,5,0.15,437495,None,,0,0,-1,1,0.0,659,75,None,,1,1,0.2,0.0,0,0.01,0.0,0.13,0.0,0.12,57.06,1.68,0.0,Illan,0.0,296,66,67,1.97,0,75.9,198,10,238,False,738.6,37,10,3060,,2022-12-20T01:00:07.283147Z,44,522,24,0,0,None,0,,437495.jpg,2.6,204,27,0,94,2.76,Meslier,1.7,146,20,False,None,34,1.0,a,11,2,17.0,430,1,90,311715,0,405404,0,0.0,20.5,Meslier,3
2,3,187,100,100,1,0.07,443967,None,,0,0,0,0,128.0,251,65,None,,1,2,0.5,0.0,0,0.75,0.05,0.87,0.06,0.12,29.81,1.97,0.01,Junior,0.0,361,199,33,2.18,1,46.4,301,102,239,False,290.8,237,90,1364,,2023-05-13T14:30:08.426349Z,45,392,82,0,0,None,0,,443967.jpg,1.6,395,142,1,0,0.0,Firpo Adames,0.1,471,175,False,None,14,0.92,a,11,2,46.0,370,133,30,19808,0,16221,0,0.0,6.7,Firpo,5
4,4,235,100,100,1,0.06,450070,5,,0,0,-3,3,222.6,167,109,None,,1,3,0.8,0.0,0,1.11,0.07,3.94,0.25,2.83,28.93,1.85,0.18,Crysencio,0.0,185,15,38,2.42,4,88.6,163,94,240,False,311.8,222,94,1411,,2023-01-12T15:00:08.372389Z,42,618,325,0,0,None,0,,450070.jpg,2.6,201,78,0,0,0.0,Summerville,0.6,254,83,False,None,12,0.77,a,11,2,357.0,107,66,74,348296,0,317220,0,0.0,17.6,Summerville,4
0,0,0,0,0,0,0,450529,None,,0,0,0,0,0.0,694,286,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Lewis,0.0,365,85,0,0,0,0.0,699,284,241,False,0.0,695,281,0,Season-long loan to Oxford United,2022-08-04T13:22:00.438950Z,45,396,225,0,0,None,0,,450529.jpg,0.0,705,290,0,0,0,Bate,0.0,722,298,False,None,0,0,u,11,2,0.0,675,275,0,0,0,1473,0,0.0,0.0,Bate,0
2,0,44,0,0,0,0.0,462635,None,,0,0,-4,4,32.1,399,56,None,,0,4,0.0,0.0,0,0.40,0.18,1.24,0.56,0.84,2.79,1.25,0.38,Joe,0.0,612,41,3,1.34,0,19.4,410,54,242,False,49.4,449,56,201,Season-long loan to Sunderland,2023-01-29T17:45:09.186109Z,51,182,54,0,0,None,0,,462635.jpg,1.3,455,59,0,0,0.0,Gelhardt,0.2,379,57,False,None,1,0.45,u,11,2,114.0,260,52,20,39656,0,86968,0,0.0,3.9,Gelhardt,1
0,0,0,0,0,0,0,477547,None,,0,0,-1,1,0.0,553,199,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Leo Fuhr,0.0,48,26,0,0,0,0.0,573,200,243,False,0.0,569,201,0,Season-long loan to  Rotherham United,2023-01-14T20:33:52.642215Z,39,754,249,0,0,None,0,,477547.jpg,0.0,581,201,0,0,0,Hjelde,0.2,373,142,False,None,0,0,u,11,2,0.0,514,189,0,24317,0,35464,0,0.0,0.0,Hjelde,0
1,1,322,100,100,2,0.09,224209,None,,0,0,-3,3,156.7,221,55,None,,1,2,2.2,0.0,0,0.88,0.04,1.74,0.08,0.86,40.63,1.87,0.04,Rasmus,0.0,481,218,53,2.44,3,81.9,180,44,244,False,493.8,120,41,1957,,2022-09-03T18:00:06.668437Z,47,319,54,0,0,None,0,,224209.jpg,2.0,325,122,0,0,0.0,Kristensen,0.4,300,111,False,None,21,0.97,a,11,2,166.0,208,37,51,73440,0,104583,0,0.0,10.9,Kristensen,4
3,3,357,100,100,2,0.08,234370,1,,0,0,-2,2,475.8,65,54,3,,0,3,1.0,0.0,0,2.49,0.1,4.59,0.18,2.10,46.60,1.81,0.08,Marc,0.0,518,185,60,2.33,1,123.1,96,65,245,False,433.6,151,63,2316,,2023-05-19T09:30:09.490090Z,48,287,172,0,0,None,0,,234370.jpg,2.1,292,115,0,0,0.0,Roca Junqué,0.1,478,175,False,None,29,1.13,a,11,2,323.0,115,73,67,20707,0,24751,0,0.0,14.0,Roca,7
4,0,232,None,None,5,0.19,427637,3,,0,0,-2,2,664.2,37,30,6,,0,3,0.8,0.0,1,2.51,0.1,6.49,0.25,3.98,48.74,1.85,0.15,Brenden,0.0,644,269,58,2.21,1,141.9,77,55,246,False,306.4,226,98,2365,,None,53,151,83,0,0,None,0,,427637.jpg,2.3,264,100,0,0,0.0,Aaronson,0.6,243,78,False,None,28,1.07,a,11,2,445.0,76,50,83,239376,0,293517,0,0.0,15.7,Aaronson,2
0,0,7,100,0,0,0.0,470294,None,,0,0,-3,3,0.5,497,240,None,,0,3,0.0,0.0,0,0.00,0.0,0.06,0.77,0.06,0.27,3.47,0.77,Darko,0.0,189,18,0,0.0,0,2.5,491,219,247,False,4.4,512,232,7,,2023-05-24T21:30:09.332976Z,42,622,328,0,0,None,0,,470294.jpg,1.0,481,212,0,0,0.0,Gyabi,0.1,449,164,False,None,0,0.0,a,11,2,20.0,421,206,1,23288,0,23662,0,0.0,0.2,Gyabi,0
0,1,290,100,0,5,0.21,200785,None,,0,0,-1,1,328.9,110,81,None,,0,3,0.0,0.0,0,1.05,0.04,1.16,0.04,0.11,32.69,1.36,0.0,Tyler,0.0,544,204,36,1.5,0,74.9,201,105,506,False,393.6,178,73,2156,,2023-03-16T00:30:09.208430Z,49,240,139,0,0,None,0,,200785.jpg,2.0,328,129,1,0,0.0,Adams,0.1,416,149,False,None,24,1.0,a,11,2,24.0,412,200,47,25400,0,34653,0,0.0,9.6,Adams,4
0,6,173,100,0,0,0.0,224995,None,,0,0,0,0,157.7,219,133,None,,2,3,0.0,0.0,0,0.88,0.09,4.69,0.49,3.81,18.12,1.89,0.4,Luis,0.0,725,311,23,2.4,5,70.6,221,110,508,False,242.8,278,118,863,,2023-04-26T08:00:09.461565Z,65,55,27,0,0,None,0,,224995.jpg,2.8,192,75,1,0,0.0,Sinisterra Lucumí,0.2,350,122,False,None,13,1.36,a,11,2,305.0,121,77,53,177816,0,183517,0,0.0,8.2,Sinisterra,1
0,0,16,0,0,0,0.0,433590,None,,0,0,0,0,2.7,466,168,None,,0,2,0.0,0.0,0,0.01,0.01,0.01,0.01,0.00,1.40,1.8,0.0,Cody,0.0,87,44,3,3.86,0,1.6,501,175,547,False,12.8,485,171,70,Season-long loan to Luton Town,2023-01-29T17:38:13.671291Z,40,679,198,0,0,None,0,,433590.jpg,1.0,470,163,0,0,0.0,Drameh,0.1,423,158,False,None,1,1.29,u,11,2,0.0,549,203,1,10934,0,16896,0,0.0,0.2,Drameh,0
0,0,0,100,0,0,0,547701,None,,0,0,0,0,0.0,737,316,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Archie,0.0,431,131,0,0,0,0.0,742,314,565,False,0.0,741,314,0,,2023-05-24T21:30:09.675356Z,45,462,271,0,0,None,0,,547701.jpg,0.0,746,318,0,0,0,Gray,0.0,551,217,False,None,0,0,a,11,2,0.0,727,311,0,9027,0,10584,0,0.0,0.0,Gray,0
0,0,65,None,None,0,0.0,78315,None,,0,0,0,0,0.0,561,40,None,,0,1,1.5,0.0,1,0.01,0.0,0.01,0.0,0.00,9.16,2.29,0.0,Joel,0.0,58,29,11,2.75,0,11.8,442,28,578,False,118.4,371,28,360,,None,40,650,36,0,0,None,0,,78315.jpg,1.8,349,36,0,16,4.0,Robles,0.1,464,55,False,None,4,1.0,a,11,2,0.0,523,31,7,9713,0,6715,0,0.0,1.8,Robles,1
4,6,183,100,100,4,0.27,492859,None,,0,0,-3,3,327.6,111,12,None,,1,4,1.5,0.0,1,2.12,0.14,3.91,0.26,1.79,25.22,1.69,0.12,Wilfried,0.0,486,32,28,1.87,2,84.9,170,30,619,False,266.8,266,28,1346,,2023-03-26T22:00:09.545708Z,47,324,62,0,0,None,0,,492859.jpg,2.3,260,34,0,0,0.0,Gnonto,0.7,221,37,False,None,14,0.94,a,11,2,253.0,151,43,55,412731,0,342756,0,0.0,11.7,Gnonto,7
0,0,5,100,0,0,0.0,565297,None,,0,0,0,0,0.2,511,67,None,,0,4,0.0,0.0,0,0.00,0.0,0.06,0.22,0.06,0.30,1.12,0.22,Mateo Joseph,0.0,435,27,0,0.0,0,2.2,497,64,659,False,3.0,516,64,24,,2023-05-24T21:30:09.744680Z,45,466,88,0,0,None,0,,565297.jpg,1.0,517,65,0,0,0.0,Fernández,0.0,568,74,False,None,0,0.0,a,11,2,19.0,426,64,3,6758,0,5297,0,0.0,0.7,Mateo Joseph,0
0,0,0,100,100,0,0,496228,None,,0,0,0,0,0.0,717,83,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Sonny,0.0,403,23,0,0,0,0.0,723,84,663,False,0.0,721,83,0,,2023-02-03T14:00:09.872702Z,45,434,84,0,0,None,0,,496228.jpg,0.0,729,84,0,0,0,Perkins,0.0,596,78,False,None,0,0,a,11,2,0.0,705,84,0,6294,0,5188,0,0.0,0.0,Perkins,0
0,2,195,100,100,2,0.14,220087,None,,0,0,-1,1,81.6,323,104,4,,0,2,0.8,0.0,-1,0.37,0.03,1.14,0.08,0.77,22.73,1.62,0.05,Maximilian,0.0,280,165,23,1.64,0,44.8,309,106,691,False,284.4,246,93,1264,,2023-04-26T08:00:09.849961Z,44,506,112,0,0,None,0,,220087.jpg,1.6,391,140,0,0,0.0,Wöber,0.0,591,220,False,None,14,1.0,a,11,2,80.0,308,99,25,14072,0,11994,0,0.0,5.7,Wöber,3
1,0,45,None,None,0,0.0,463067,None,,0,0,-5,5,49.2,372,53,None,,0,4,0.0,0.0,4,0.23,0.08,0.64,0.22,0.41,5.68,1.94,0.14,Georginio,0.0,591,38,9,3.08,0,15.5,426,56,700,False,54.4,439,54,263,,None,50,214,58,0,0,None,0,,463067.jpg,1.4,435,54,0,0,0.0,Rutter,0.0,629,84,False,None,1,0.34,a,11,2,53.0,355,57,15,9337,0,7713,0,0.0,3.0,Rutter,0
1,0,135,None,None,1,0.06,241519,None,,0,0,-4,4,204.9,180,113,None,,0,3,2.5,0.0,1,0.56,0.04,1.34,0.09,0.78,28.30,1.78,0.05,Weston,0.0,449,139,35,2.2,0,49.7,285,128,720,False,201.6,310,128,1434,,None,46,335,200,0,0,None,0,,241519.jpg,1.6,396,169,0,0,0.0,McKennie,0.0,541,209,False,None,16,1.0,a,11,2,89.0,290,149,31,11887,0,7952,0,0.0,6.7,McKennie,7
0,0,0,None,None,0,0,470296,None,,0,0,0,0,0.0,599,218,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Jeremiah,0.0,104,54,0,0,0,0.0,617,219,742,False,0.0,613,220,0,,None,40,696,208,0,0,None,0,,470296.jpg,0.0,626,221,0,0,0,Chilokoa-Mullen,0.0,668,241,False,None,0,0,a,11,2,0.0,564,211,0,1442,0,1208,0,0.0,0.0,Chilokoa-Mullen,0
0,0,0,None,None,0,0,491008,None,,0,0,0,0,0.0,607,224,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Diogo,0.0,112,60,0,0,0,0.0,624,225,743,False,0.0,620,226,0,,None,40,704,214,0,0,None,0,,491008.jpg,0.0,633,227,0,0,0,Pinheiro Monteiro,0.0,648,233,False,None,0,0,a,11,2,0.0,572,217,0,2261,0,1760,0,0.0,0.0,Monteiro,0
1,0,187,100,100,3,0.3,15157,4,,0,0,-1,1,222.7,166,108,None,,0,3,1.8,1.0,2,1.63,0.17,2.03,0.21,0.40,13.56,1.37,0.04,James,0.0,244,41,12,1.21,0,49.5,287,130,274,False,179.6,325,135,889,,2022-12-23T01:00:07.613356Z,44,470,276,0,0,1,0,,15157.jpg,1.4,428,187,0,0,0.0,Milner,0.6,248,80,False,None,7,0.71,a,12,14,93.0,286,147,42,156314,0,204040,0,0.0,9.5,Milner,2
3,0,401,100,100,8,0.35,56979,None,,0,0,-2,2,525.8,56,46,None,,0,3,3.0,1.0,1,3.59,0.16,4.93,0.22,1.35,31.96,1.4,0.06,Jordan,0.0,626,255,30,1.31,0,103.0,126,81,275,False,315.2,219,92,2060,,2023-05-05T14:00:09.401249Z,53,133,69,0,0,None,0,,56979.jpg,2.0,331,132,0,0,0.0,Henderson,0.5,266,88,False,None,23,1.0,a,12,14,185.0,192,116,69,69647,0,150109,0,0.0,13.0,Henderson,2
0,4,216,100,100,3,0.25,60914,None,,0,0,-1,1,61.9,355,121,None,,1,2,1.0,1.0,0,0.93,0.08,1.80,0.15,0.87,16.46,1.36,0.07,Joel,0.0,704,256,20,1.65,1,39.6,329,113,276,False,232.8,287,111,1091,,2022-10-11T22:30:06.763579Z,59,72,7,1,0,None,0,,60914.jpg,2.6,216,77,0,0,0.0,Matip,0.9,198,70,False,None,12,0.99,a,12,14,102.0,279,82,36,136871,0,303529,0,0.0,6.1,Matip,3
0,0,194,100,0,2,0.14,61558,None,,0,0,-4,4,265.8,138,94,None,,0,3,0.0,0.0,0,1.18,0.08,1.64,0.11,0.46,21.41,1.54,0.03,Thiago,0.0,598,235,23,1.65,0,59.8,252,117,277,False,244.4,276,117,1252,,2023-05-05T00:00:08.996180Z,51,168,94,0,0,None,0,,61558.jpg,1.7,382,163,0,0,0.0,Alcántara do Nascimento,0.6,246,79,False,None,14,1.01,a,12,14,86.0,295,150,30,113597,0,267515,0,0.0,5.9,Thiago,2
0,2,57,100,100,0,0.0,81880,None,,0,0,-1,1,66.3,347,180,None,,0,3,1.0,1.0,0,0.18,0.05,1.45,0.39,1.27,6.64,1.8,0.34,Alex,0.0,527,190,7,1.9,1,22.3,398,177,278,False,72.4,416,180,332,,2022-10-11T23:00:06.633516Z,49,223,125,0,0,None,0,,81880.jpg,2.2,276,105,0,0,0.0,Oxlade-Chamberlain,0.0,641,257,False,None,4,1.08,a,12,14,84.0,299,153,20,4977,0,5400,0,0.0,4.1,Chamberlain,0
4,12,447,100,100,4,0.3,92217,None,,0,0,0,0,310.2,118,13,None,,2,4,2.4,1.0,5,2.16,0.16,7.64,0.57,5.48,19.91,1.49,0.41,Roberto,0.0,761,84,17,1.27,11,170.2,49,12,279,False,577.6,88,9,1202,,2023-04-21T13:30:07.898318Z,80,15,10,0,0,None,0,,92217.jpg,4.2,43,9,0,0,0.0,Firmino,3.2,102,15,False,None,13,0.97,a,12,14,813.0,27,12,104,1942888,0,1865138,0,0.0,13.0,Firmino,0
1,13,636,100,100,11,0.35,97032,None,,0,0,1,-1,121.0,261,68,None,,3,2,6.2,1.0,0,1.09,0.03,3.59,0.11,2.50,41.17,1.31,0.08,Virgil,0.0,728,259,36,1.14,3,125.4,90,12,280,False,743.2,35,7,2835,,2023-01-06T22:30:07.357716Z,66,48,4,0,0,None,0,,97032.jpg,4.0,57,9,0,0,0.0,van Dijk,12.4,38,13,False,None,32,1.02,a,12,14,389.0,97,5,127,1780745,0,2302625,0,0.0,19.2,Van Dijk,3
1,15,824,100,100,14,0.38,116535,None,,0,0,0,0,10.1,451,8,None,,1,1,6.6,1.0,0,0.02,0.0,0.02,0.0,0.00,50.02,1.35,0.0,Alisson,0.0,667,85,43,1.16,0,97.6,140,4,281,False,966.4,11,4,3330,,2023-04-14T10:30:09.102204Z,55,106,1,0,0,None,1,,116535.jpg,4.4,26,6,0,107,2.89,Ramses Becker,16.8,20,3,False,None,37,1.0,a,12,14,0.0,774,85,162,2149018,0,2415119,0,0.0,29.5,Alisson,1
2,0,394,100,100,11,0.37,116643,None,,0,0,-3,3,316.4,117,86,None,,0,3,3.2,1.0,4,1.87,0.06,2.57,0.08,0.70,39.21,1.32,0.02,Fabio Henrique,0.0,616,249,34,1.15,0,82.5,176,97,282,False,400.2,175,71,2666,,2023-02-04T23:30:08.391451Z,52,159,88,0,0,3,0,,116643.jpg,1.9,343,141,0,0,0.0,Tavares,0.8,217,72,False,None,31,1.05,a,12,14,109.0,272,143,70,105719,0,169205,0,0.0,13.5,Fabinho,11
13,23,651,None,None,13,0.36,118748,None,,0,0,1,-1,899.2,15,13,2,,6,3,10.0,1.0,5,7.03,0.19,28.04,0.76,21.01,47.47,1.3,0.57,Mohamed,0.0,778,338,45,1.23,19,365.6,2,1,283,True,1067.4,5,1,3290,,None,131,1,1,0,2,2,0,,118748.jpg,6.3,5,1,0,0,0.0,Salah,37.2,4,2,False,None,37,1.01,a,12,14,1688.0,3,1,239,6974743,0,8866317,0,0.0,18.2,Salah,2
8,10,633,100,75,9,0.31,122798,2,,0,0,-2,2,862.1,16,3,None,,1,2,3.2,0.8,0,6.69,0.23,7.93,0.27,1.24,36.59,1.28,0.04,Andrew,0.0,734,260,34,1.19,0,162.3,59,6,284,False,549.2,99,31,2579,,2023-05-26T10:00:10.614068Z,68,45,3,0,0,None,0,,122798.jpg,3.6,95,23,0,0,0.0,Robertson,6.0,65,22,False,None,29,1.01,a,12,14,211.0,179,26,121,1782843,0,2363739,0,0.0,17.8,Robertson,3
11,21,824,100,100,10,0.31,169187,1,,0,0,3,-3,1236.9,4,2,1,,4,2,7.4,1.0,4,9.26,0.29,11.62,0.36,2.36,43.10,1.33,0.07,Trent,0.0,755,262,44,1.36,2,232.2,21,2,285,True,821.4,24,4,2922,,2022-12-23T01:00:07.634178Z,78,21,1,0,0,None,0,,169187.jpg,4.2,42,5,0,0,0.0,Alexander-Arnold,30.7,7,2,False,None,34,1.05,a,12,14,262.0,147,19,156,4236596,0,6440473,0,0.0,20.0,Alexander-Arnold,5
0,8,337,100,100,8,0.49,171287,None,,0,0,-2,2,46.1,375,129,None,,1,2,1.0,1.0,0,0.67,0.04,0.87,0.05,0.20,25.28,1.56,0.01,Joseph,0.0,216,127,16,0.99,0,39.7,328,112,286,False,312.4,221,84,1461,,2023-02-22T01:00:08.250716Z,43,558,137,0,0,None,0,,171287.jpg,3.2,129,33,0,0,0.0,Gomez,0.8,214,77,False,None,15,0.92,a,12,14,38.0,386,139,68,588047,0,568994,0,0.0,15.8,Gomez,3
0,0,34,100,0,1,0.31,175592,None,,0,0,-3,3,92.6,309,168,None,,0,3,0.0,0.0,0,0.20,0.06,0.87,0.27,0.67,4.06,1.26,0.21,Naby,0.0,476,155,4,1.24,0,16.9,420,189,287,False,23.8,473,210,290,,2023-03-31T14:30:09.343563Z,47,314,188,0,0,None,0,,175592.jpg,1.2,461,203,0,0,0.0,Keita,0.0,543,210,False,None,3,0.93,a,12,14,54.0,349,171,10,10114,0,19011,0,0.0,2.1,Keita,1
