assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,red_cards,saves,saves_per_90,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,0,43,None,None,0,0.0,220307,None,,0,0,-4,4,25.1,411,208,None,,0,3,1.2,0.0,0,0.07,0.04,0.91,0.51,0.84,2.31,1.28,0.47,Arnaut,0.0,715,307,5,2.78,1,14.8,429,195,713,False,53.2,442,192,162,,None,61,66,35,0,0,None,0,,220307.jpg,1.7,383,164,0,0,0.0,Danjuma,0.0,560,223,False,None,1,0.56,a,18,6,71.0,323,162,15,9274,0,6858,0,0.0,2.5,Danjuma,0
3,5,253,None,None,2,0.16,441164,4,,0,0,-2,2,403.7,85,12,4,,3,2,3.8,0.0,13,2.29,0.18,4.10,0.32,1.81,19.42,1.54,0.14,Pedro,0.0,521,227,26,2.07,3,90.9,158,36,733,False,330.4,211,81,1132,,None,48,290,44,0,0,None,0,,441164.jpg,3.9,62,12,0,0,0.0,Porro,1.1,181,62,False,None,13,1.03,a,18,6,175.0,200,34,59,241698,0,117737,0,0.0,12.3,Pedro Porro,0
0,0,0,None,None,0,0,461199,None,,0,0,0,0,0.0,701,288,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Romaine,0.0,372,87,0,0,0,0.0,706,286,748,False,0.0,702,283,0,,None,45,403,227,0,0,None,0,,461199.jpg,0.0,712,292,0,0,0,Mundle,0.0,754,319,False,None,0,0,a,18,6,0.0,682,277,0,196,0,122,0,0.0,0.0,Mundle,0
0,0,3,None,None,0,0.0,519327,None,,0,0,0,0,0.1,516,253,None,,0,3,0.0,0.0,1,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,George,0.0,420,122,0,0.0,0,0.1,541,248,758,False,1.0,533,244,1,,None,45,451,262,0,0,None,0,,519327.jpg,1.0,513,235,0,0,0.0,Abbott,0.0,740,308,False,None,0,0.0,a,18,6,0.0,718,304,1,321,0,148,0,0.0,0.2,Abbott,0
0,0,3,None,None,0,0.0,461201,None,,0,0,0,0,0.6,495,239,None,,0,3,0.0,0.0,1,0.00,0.0,0.00,0.0,0.00,0.10,0.69,0.0,Matthew,0.0,373,88,0,0.0,0,0.9,517,234,764,False,8.0,494,221,13,,None,45,404,228,0,0,None,0,,461201.jpg,1.0,499,224,0,0,0.0,Craig,0.0,768,329,False,None,0,0.0,a,18,6,0.0,683,278,1,90,0,32,0,0.0,0.2,Craig,0
0,0,0,None,None,0,0,492779,None,,0,0,0,0,0.0,715,299,None,,0,3,None,1.4,0,0.00,0,0.00,0,0.00,0.00,0,0,Yago,0.0,398,104,0,0,0,0.0,720,297,777,False,0.0,718,296,0,,None,45,429,244,0,0,None,0,,492779.jpg,0.0,727,304,0,0,0,de Santiago Alonso,0.0,777,337,False,None,0,0,a,18,6,0.0,701,291,0,0,0,0,0,0.0,0.0,Alonso,0
2,13,317,100,100,5,0.28,84939,None,,0,0,-7,7,207.1,179,26,None,,3,4,1.8,0.0,3,1.27,0.07,9.70,0.55,8.43,26.29,1.5,0.48,Danny,0.0,719,67,26,1.48,8,123.7,95,18,30,False,412.2,164,17,1579,,2023-01-26T10:00:07.807288Z,63,59,25,0,0,None,0,,84939.jpg,2.8,191,25,0,0,0.0,Ings,1.4,166,30,False,None,15,0.85,a,19,21,620.0,43,16,97,574778,0,676832,0,0.0,15.4,Ings,4
0,10,622,100,100,9,0.26,37096,None,,0,0,-1,1,0.0,752,82,None,,0,1,3.0,0.0,1,0.00,0.0,0.00,0.0,0.00,45.55,1.32,0.0,Lukasz,0.0,524,77,48,1.39,0,77.0,193,8,455,False,772.0,30,8,3111,,2023-02-25T22:30:08.460281Z,49,220,9,0,0,None,1,,37096.jpg,3.5,104,21,0,109,3.15,Fabianski,1.2,174,27,False,None,36,1.04,a,19,21,0.0,745,77,127,235001,0,255703,0,0.0,25.9,Fabianski,1
0,4,217,100,100,4,0.29,40669,None,,0,0,-1,1,35.2,396,142,None,,1,2,2.2,0.0,0,0.07,0.01,0.33,0.03,0.26,20.42,1.49,0.02,Angelo,0.0,246,142,19,1.39,0,27.4,384,137,456,False,212.8,303,119,1234,,2023-05-12T08:30:09.706397Z,44,472,89,0,0,None,0,,40669.jpg,2.8,182,61,0,0,0.0,Ogbonna,0.1,455,170,False,None,13,0.95,a,19,21,24.0,410,150,44,11961,0,16397,0,0.0,10.0,Ogbonna,0
1,8,439,100,100,6,0.24,55459,3,,0,0,-3,3,635.3,42,6,1,,1,2,1.6,0.0,1,2.85,0.11,3.21,0.12,0.36,32.82,1.32,0.01,Aaron,0.0,457,210,32,1.29,0,114.2,108,17,457,False,421.4,157,57,2235,,2023-02-12T00:30:09.041835Z,47,295,46,0,0,None,0,,55459.jpg,2.6,207,75,0,0,0.0,Cresswell,1.5,156,54,False,None,24,0.97,a,19,21,81.0,305,96,74,435046,0,592072,0,0.0,15.7,Cresswell,3
3,4,222,100,100,5,0.25,57531,None,,0,0,-6,6,209.0,176,25,None,,0,4,2.2,0.0,2,0.58,0.03,7.27,0.36,6.69,29.47,1.46,0.33,Michail,0.0,735,74,29,1.43,5,109.1,114,20,458,False,305.8,228,23,1822,,2023-05-19T22:00:09.935532Z,69,43,20,0,0,None,0,,57531.jpg,2.5,234,29,0,0,0.0,Antonio,1.5,155,29,False,None,21,1.04,a,19,21,579.0,52,20,84,326532,0,634970,0,0.0,12.2,Antonio,2
0,1,63,100,100,0,0.0,86934,None,,0,0,-5,5,23.7,413,209,None,,0,3,1.8,0.0,1,0.29,0.11,0.83,0.31,0.54,5.97,2.21,0.2,Manuel,0.0,562,217,5,1.85,1,11.1,447,203,460,False,51.6,444,194,243,,2023-01-08T00:00:08.784909Z,50,185,106,0,0,1,0,,86934.jpg,1.7,381,162,0,0,0.0,Lanzini,0.1,429,155,False,None,2,0.74,a,19,21,37.0,387,188,17,15202,0,35897,0,0.0,3.4,Lanzini,0
1,8,385,100,100,7,0.32,103192,None,,0,0,-1,1,18.7,423,149,None,,3,2,0.4,0.0,0,0.11,0.0,2.07,0.09,1.96,27.88,1.26,0.09,Kurt,0.0,257,148,29,1.31,2,67.4,229,70,461,False,415.0,163,62,1988,,2023-05-02T20:30:09.058140Z,44,483,95,0,0,None,0,,103192.jpg,3.5,102,25,0,0,0.0,Zouma,1.4,167,56,False,None,24,1.09,a,19,21,239.0,157,20,88,423637,0,450926,0,0.0,20.0,Zouma,0
0,0,0,0,0,0,0,105717,None,,0,0,0,0,0.0,674,254,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Arthur,0.0,322,183,0,0,0,0.0,680,254,462,False,0.0,675,254,0,Season-long loan to Beşiktaş,2022-08-04T13:23:33.173680Z,45,353,66,0,0,None,0,,105717.jpg,0.0,686,254,0,0,0,Masuaku,0.0,700,252,False,None,0,0,u,19,21,0.0,654,252,0,0,0,2260,0,0.0,0.0,Masuaku,0
2,2,327,100,100,4,0.17,164555,None,,0,0,-5,5,371.2,98,17,None,,1,2,0.6,0.0,1,1.71,0.07,1.99,0.08,0.28,30.46,1.28,0.01,Vladimir,0.0,66,32,35,1.48,0,82.1,178,42,463,False,389.0,179,69,2135,,2023-05-03T22:00:10.796880Z,40,658,186,0,0,None,0,,164555.jpg,2.1,286,103,0,0,0.0,Coufal,1.0,191,66,False,None,24,1.01,a,19,21,58.0,338,115,58,369464,0,361187,0,0.0,14.5,Coufal,5
3,5,360,None,None,6,0.26,172841,None,,0,0,-5,5,640.4,39,32,2,,0,3,2.8,0.0,2,3.28,0.14,10.32,0.45,7.04,32.76,1.43,0.31,Saïd,0.0,669,280,32,1.4,6,182.7,43,30,464,False,517.4,111,48,2059,,None,55,108,57,0,0,2,0,,172841.jpg,3.0,159,64,0,0,0.0,Benrahma,1.1,184,62,False,None,22,0.96,a,19,21,669.0,37,22,106,293618,0,408637,0,0.0,19.3,Benrahma,0
9,9,431,100,100,9,0.25,178186,1,,0,0,-5,5,686.4,33,26,4,,3,3,4.2,0.0,1,6.00,0.17,15.38,0.43,9.38,47.84,1.33,0.26,Jarrod,0.0,762,331,50,1.39,6,241.8,19,13,465,False,630.2,73,31,3232,,2022-10-27T22:30:07.660785Z,80,16,6,0,1,4,0,,178186.jpg,3.8,75,33,0,0,0.0,Bowen,3.3,100,34,False,None,36,1.0,a,19,21,1099.0,11,5,145,1296356,0,1600728,0,0.0,18.1,Bowen,2
0,0,0,0,0,0,0,180151,None,,0,0,0,0,0.0,760,329,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Nikola,0.0,572,221,0,0,0,0.0,762,329,466,False,0.0,761,329,0,Season-long loan to Torino,2022-08-12T14:25:41.236745Z,50,195,110,0,0,None,0,,180151.jpg,0.0,763,330,0,0,0,Vlasic,0.0,683,273,False,None,0,0,u,19,21,0.0,755,327,0,221,0,3499,0,0.0,0.0,Vlasic,0
3,12,622,100,100,9,0.25,204480,4,,0,0,-3,3,539.3,52,43,None,,1,3,3.0,0.0,2,1.85,0.05,4.25,0.12,2.40,48.28,1.33,0.07,Declan,0.0,480,159,50,1.38,4,155.5,65,46,467,False,789.0,28,13,3272,,2023-05-03T23:00:09.494290Z,47,318,192,0,1,None,0,,204480.jpg,3.1,142,57,0,0,0.0,Rice,3.2,101,35,False,None,36,0.99,a,19,21,226.0,165,99,116,445046,0,744071,0,0.0,24.7,Rice,5
4,6,364,100,100,8,0.26,215439,None,,0,0,-5,5,230.1,159,105,None,,2,3,4.2,0.0,0,1.03,0.03,5.05,0.16,4.02,43.04,1.38,0.13,Tomas,0.0,583,226,42,1.34,2,127.1,88,61,468,False,565.6,96,43,2811,,2023-05-03T23:00:09.510466Z,50,206,115,0,0,None,0,,215439.jpg,2.8,185,72,0,0,0.0,Soucek,0.6,240,77,False,None,32,1.02,a,19,21,472.0,68,44,100,116716,0,224552,0,0.0,20.0,Soucek,3
1,6,282,None,None,1,0.06,217593,5,,0,0,-6,6,317.9,115,84,None,,1,3,1.4,0.0,10,2.01,0.12,4.14,0.25,2.13,25.06,1.51,0.13,Pablo,0.0,549,208,28,1.69,3,79.9,186,100,469,False,272.0,260,110,1493,,None,49,245,143,0,0,None,0,,217593.jpg,2.2,277,106,0,0,0.0,Fornals Malla,0.3,309,105,False,None,17,1.02,a,19,21,212.0,177,106,71,79566,0,182034,0,0.0,14.5,Fornals,0
0,1,164,100,100,2,0.21,222018,None,,0,0,-1,1,76.8,331,110,None,,0,2,0.6,0.0,0,0.40,0.04,0.46,0.05,0.06,15.66,1.64,0.01,Ben,0.0,284,168,13,1.36,0,25.9,389,141,471,False,161.6,338,136,860,,2022-08-28T19:00:06.452153Z,44,510,115,0,0,None,0,,222018.jpg,1.7,376,134,0,0,0.0,Johnson,0.1,484,181,False,None,9,0.94,a,19,21,20.0,423,153,29,7638,0,14697,0,0.0,6.6,Johnson,0
0,5,320,100,100,5,0.28,210494,None,,0,0,-2,2,67.9,342,115,None,,1,2,3.0,0.0,1,0.23,0.01,2.46,0.14,2.23,28.42,1.6,0.13,Nayef,0.0,512,224,28,1.58,2,61.4,246,77,472,False,428.2,152,54,1594,,2023-05-21T21:00:09.157593Z,48,281,41,0,0,None,0,,210494.jpg,3.2,135,39,0,0,0.0,Aguerd,0.4,289,105,False,None,17,0.96,a,19,21,118.0,252,67,58,90416,0,62216,0,0.0,12.1,Aguerd,4
0,0,42,100,100,0,0.0,84182,None,,0,0,-2,2,0.0,637,69,None,,0,1,0.0,0.0,0,0.00,0.0,0.00,0.0,0.00,7.63,2.24,0.0,Alphonse,0.0,199,58,7,2.05,0,6.8,469,34,473,False,69.4,420,34,307,,2023-02-04T23:30:08.589295Z,43,541,27,0,0,None,0,,84182.jpg,1.4,424,38,0,9,2.64,Areola,0.9,197,30,False,None,2,0.59,a,19,21,0.0,605,60,7,76586,0,143105,0,0.0,1.6,Areola,0
0,0,104,None,None,1,0.12,220585,None,,0,0,-3,3,42.8,377,195,None,,0,3,0.8,0.0,2,0.11,0.01,0.54,0.06,0.43,13.53,1.62,0.05,Flynn,0.0,174,12,14,1.68,0,16.0,423,192,509,False,68.2,422,182,752,,None,42,607,322,0,0,None,0,,220585.jpg,1.3,444,194,0,0,0.0,Downes,0.3,337,114,False,None,7,0.84,a,19,21,51.0,357,176,27,57416,0,70796,0,0.0,6.4,Downes,2
0,7,110,100,0,3,0.29,195899,None,,0,0,-4,4,160.7,217,32,None,,1,4,0.0,0.0,0,0.51,0.05,2.93,0.29,2.42,11.41,1.11,0.24,Gianluca,0.0,731,73,12,1.17,3,62.0,245,39,529,False,151.8,346,39,921,,2023-03-31T14:30:10.249278Z,66,51,22,0,0,None,0,,195899.jpg,2.6,218,28,0,0,0.0,Scamacca,0.6,245,43,False,None,11,1.07,a,19,21,312.0,120,37,41,423470,0,490691,0,0.0,6.2,Scamacca,3
0,2,209,100,75,2,0.14,109533,2,,0,0,0,0,204.8,181,42,None,,1,2,0.8,0.0,1,0.77,0.05,1.57,0.1,0.80,23.26,1.59,0.05,Emerson,0.0,62,30,28,1.91,1,62.4,243,76,545,False,233.4,285,109,1317,,2023-05-26T15:30:11.333674Z,40,654,184,0,0,None,0,,109533.jpg,1.8,350,124,0,0,0.0,Palmieri dos Santos,1.3,170,58,False,None,16,1.09,a,19,21,183.0,193,31,39,535346,0,464722,0,0.0,9.8,Emerson,2
0,0,3,0,0,0,0.0,222017,None,,0,0,-1,1,0.0,653,261,None,,0,3,0.0,0.0,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,Conor,0.0,283,48,0,0.0,0,0.0,662,259,556,False,0.0,657,256,1,Season-long loan to Rotherham United,2023-01-29T17:44:10.095172Z,44,509,283,0,0,None,0,,222017.jpg,1.0,492,219,0,0,0.0,Coventry,0.1,452,166,False,None,0,0.0,u,19,21,0.0,630,248,1,10100,0,17035,0,0.0,0.2,Coventry,0
0,0,0,0,0,0,0,248865,None,,0,0,-1,1,0.0,658,266,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Armstrong,0.0,292,54,0,0,0,0.0,667,264,572,False,0.0,662,261,0,Season-long loan to Swansea City,2022-08-31T15:03:29.393055Z,44,518,289,0,0,None,0,,248865.jpg,0.0,673,270,0,0,0,Oko-Flex,0.0,599,237,False,None,0,0,u,19,21,0.0,635,253,0,6413,0,8297,0,0.0,0.0,Oko-Flex,0
0,0,22,100,100,0,0.0,149519,None,,0,0,-1,1,30.7,401,203,None,,0,3,0.4,0.0,1,0.12,0.05,1.38,0.54,1.26,4.77,1.85,0.49,Maxwel,0.0,705,300,5,1.94,0,12.5,439,199,575,False,27.8,467,207,232,,2022-10-01T19:00:07.282350Z,59,73,37,0,0,None,0,,149519.jpg,1.0,534,251,0,0,0.0,Cornet,0.1,498,190,False,None,2,0.78,a,19,21,71.0,322,161,14,22843,0,24457,0,0.0,2.4,Cornet,0
3,4,362,100,100,5,0.2,201057,None,,0,0,-2,2,127.0,252,66,None,,2,2,1.6,0.0,1,0.63,0.03,1.12,0.05,0.49,31.51,1.27,0.02,Thilo,0.0,221,130,34,1.37,0,57.6,261,85,588,False,362.6,198,75,2229,,2023-03-04T23:30:07.813056Z,43,563,140,1,0,None,0,,201057.jpg,2.5,226,84,0,0,0.0,Kehrer,0.2,355,131,False,None,25,1.01,a,19,21,83.0,301,93,67,96283,0,83038,0,0.0,15.6,Kehrer,4
5,8,395,100,100,6,0.25,224024,None,,0,0,-1,1,471.9,66,55,3,,0,3,2.2,0.0,2,2.62,0.11,7.01,0.29,4.39,33.84,1.41,0.18,Lucas,0.0,707,302,39,1.63,4,145.4,73,52,603,False,504.4,116,50,2154,,2023-03-10T15:30:09.260370Z,59,75,39,0,0,3,0,,224024.jpg,3.5,109,47,0,0,0.0,Tolentino Coelho de Lima,0.9,204,69,False,None,27,1.13,a,19,21,474.0,67,43,98,371554,0,309226,0,0.0,16.6,Paquetá,5
0,0,7,None,None,0,0.0,487837,None,,0,0,0,0,11.4,448,64,None,,0,4,0.4,0.0,0,0.01,0.02,0.01,0.02,0.00,1.07,2.68,0.0,Divin,0.0,390,18,0,0.0,0,1.4,506,65,669,False,2.4,519,65,36,,None,45,421,79,0,0,None,0,,487837.jpg,1.0,502,63,0,0,0.0,Mubama,0.1,491,69,False,None,0,0.0,a,19,21,0.0,696,80,3,13846,0,9437,0,0.0,0.7,Mubama,0
0,0,0,None,None,0,0,447879,None,,0,0,0,0,0.0,591,57,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Joseph,0.0,95,46,0,0,0,0.0,609,74,739,False,0.0,605,74,0,,None,40,687,53,0,0,None,0,,447879.jpg,0.0,618,74,0,0,0,Anang,0.0,654,70,False,None,0,0,a,19,21,0.0,556,48,0,1995,0,986,0,0.0,0.0,Anang,0
0,0,0,None,None,0,0,483364,None,,0,0,-1,1,0.0,554,35,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Krisztián,0.0,49,23,0,0,0,0.0,574,54,740,False,0.0,570,54,0,,None,39,755,75,0,0,None,0,,483364.jpg,0.0,582,54,0,0,0,Hegyi,0.0,584,62,False,None,0,0,a,19,21,0.0,515,25,0,4883,0,2242,0,0.0,0.0,Hegyi,0
0,0,0,None,None,0,0,518438,None,,0,0,0,0,0.0,619,234,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Kaelan,0.0,126,72,0,0,0,0.0,636,235,746,False,0.0,632,236,0,,None,40,718,226,0,0,None,0,,518438.jpg,0.0,645,237,0,0,0,Casey,0.0,593,221,False,None,0,0,a,19,21,0.0,585,228,0,3175,0,1482,0,0.0,0.0,Casey,0
1,7,390,100,100,7,0.3,60232,None,,0,0,-2,2,37.2,394,141,None,,1,2,1.3,-0.5,0,0.27,0.01,1.80,0.07,1.53,35.83,1.51,0.06,Craig,0.0,493,220,31,1.31,1,64.0,238,73,459,False,455.6,138,47,2134,,2022-10-13T22:30:06.917946Z,48,262,37,0,0,None,0,,60232.jpg,3.0,156,49,0,0,0.0,Dawson,0.8,219,78,False,None,25,1.05,a,20,39,145.0,225,48,75,213017,0,176723,0,0.0,15.6,Dawson,6
2,0,65,100,100,2,0.21,102057,None,,0,0,-5,5,117.1,268,42,None,,0,4,-0.3,-0.5,2,0.55,0.06,3.10,0.33,2.55,16.00,1.72,0.27,Raúl,0.0,724,71,18,1.93,0,46.7,299,43,476,False,74.6,411,49,839,,2022-09-03T18:00:06.905108Z,65,54,24,0,0,1,0,,102057.jpg,1.9,348,45,0,0,0.0,Jiménez,0.3,330,53,False,None,8,0.86,a,20,39,277.0,138,42,29,120666,0,140450,0,0.0,4.5,Jiménez,0
0,0,219,100,100,5,0.36,114128,None,,0,0,-2,2,118.2,267,73,None,,0,2,-0.5,-0.5,0,0.83,0.06,1.13,0.08,0.30,18.32,1.31,0.02,Jonathan,0.0,204,121,21,1.5,1,43.7,312,108,477,False,233.2,286,110,1257,,2023-03-18T19:00:09.054541Z,43,546,131,0,0,None,0,,114128.jpg,2.5,225,83,1,0,0.0,Castro Otto,0.3,331,122,False,None,14,1.0,a,20,39,83.0,300,92,45,129871,0,170681,0,0.0,10.5,Jonny,3
0,18,683,None,None,11,0.31,149065,None,,0,0,0,0,0.0,757,84,None,,2,1,1.5,-0.5,1,0.00,0.0,0.00,0.0,0.00,54.63,1.52,0.0,José,0.0,567,80,55,1.53,0,86.4,165,5,478,False,862.2,18,5,3240,,None,50,190,8,0,0,None,2,,149065.jpg,4.1,48,11,0,108,3.0,Malheiro de Sá,5.1,75,15,False,None,36,1.0,a,20,39,0.0,752,80,148,1068154,0,1012521,0,0.0,29.6,Sá,2
2,16,558,100,100,10,0.3,171317,None,,0,0,-3,3,489.4,63,52,1,,3,3,2.5,-0.5,1,1.57,0.05,6.76,0.2,5.19,51.21,1.53,0.15,Rúben,0.0,618,251,48,1.43,6,163.2,56,40,480,False,795.6,26,11,3020,,2023-04-01T17:30:08.920945Z,52,161,90,0,0,2,0,,171317.jpg,3.4,116,49,0,0,0.0,da Silva Neves,1.5,157,54,False,None,33,0.98,a,20,39,347.0,109,68,118,628752,0,687103,0,0.0,22.7,Neves,12
2,3,156,100,100,3,0.24,184754,None,,0,0,-3,3,150.2,227,139,None,,0,3,3.0,-0.5,2,0.62,0.05,3.59,0.29,2.97,16.92,1.36,0.24,Hwang,0.0,694,293,18,1.45,3,58.8,257,118,481,False,195.2,315,130,1117,,2023-03-17T14:30:07.274412Z,57,82,44,0,0,3,0,,184754.jpg,2.2,282,111,0,0,0.0,Hee-chan,0.2,378,133,False,None,12,0.97,a,20,39,242.0,155,92,60,36169,0,68729,0,0.0,10.5,Hwang,1
1,5,424,100,100,8,0.27,200402,None,,0,0,0,0,229.4,160,35,None,,1,2,1.0,-0.5,0,0.91,0.03,1.44,0.05,0.53,50.02,1.71,0.02,Nélson,0.0,576,239,43,1.47,0,76.8,194,52,482,False,455.0,139,48,2633,,2023-04-29T20:30:07.718230Z,50,199,25,0,0,None,0,,200402.jpg,2.1,297,107,1,0,0.0,Cabral Semedo,0.6,236,82,False,None,31,1.06,a,20,39,88.0,293,90,75,194095,0,150977,0,0.0,15.0,Semedo,11
1,10,249,100,100,6,0.31,200600,1,,0,0,-4,4,512.8,58,48,None,,1,3,0.7,-0.5,0,2.19,0.11,6.07,0.31,3.88,28.24,1.44,0.2,Daniel,0.0,606,242,31,1.59,6,146.8,72,51,483,False,376.0,192,78,1760,,2023-02-11T19:30:09.259298Z,51,176,101,0,0,None,0,,200600.jpg,2.9,174,69,0,0,0.0,Castelo Podence,0.7,234,76,False,None,20,1.02,a,20,39,580.0,51,32,92,279685,0,337638,0,0.0,18.0,Podence,5
1,12,622,100,100,11,0.3,214048,None,,0,0,-2,2,77.6,329,109,None,,3,2,1.3,-0.5,0,0.50,0.01,1.81,0.05,1.31,56.60,1.54,0.04,Max,0.0,223,131,56,1.52,0,93.2,150,31,484,False,742.8,36,8,3307,,2022-07-05T15:30:04.265873Z,43,565,141,0,0,None,0,,214048.jpg,2.9,166,54,0,0,0.0,Kilman,3.1,108,37,False,None,37,1.01,a,20,39,108.0,274,78,109,981931,0,752479,0,0.0,25.3,Kilman,3
0,0,0,0,0,0,0,245923,None,,0,0,-1,1,0.0,657,265,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Luke,0.0,291,53,0,0,0,0.0,666,263,485,False,0.0,661,260,0,Season-long loan to Swansea,2022-08-31T07:23:37.486082Z,44,517,288,0,0,None,0,,245923.jpg,0.0,672,269,0,0,0,Cundle,0.2,382,135,False,None,0,0,u,20,39,0.0,634,252,0,19628,0,50403,0,0.0,0.0,Cundle,0
2,0,124,100,100,5,0.47,247632,None,,0,0,-6,6,309.5,119,87,3,,0,3,1.0,-0.5,0,1.64,0.15,2.76,0.25,1.12,14.34,1.34,0.1,Pedro,0.0,554,212,15,1.4,0,60.9,247,115,486,False,96.8,390,164,962,,2022-10-01T19:00:07.222752Z,49,250,147,0,0,None,0,,247632.jpg,2.1,296,118,0,0,0.0,Lomba Neto,1.6,153,53,False,None,13,1.22,a,20,39,203.0,185,112,37,216455,0,1561154,0,0.0,7.6,Neto,1
0,0,194,100,100,4,0.34,448514,None,,0,0,-4,4,131.1,247,64,None,,0,2,-0.5,-0.5,0,0.84,0.07,2.10,0.18,1.26,18.36,1.55,0.11,Rayan,0.0,151,88,18,1.52,1,48.9,290,99,487,False,200.4,311,123,1067,,2022-10-19T07:30:07.477531Z,41,644,183,1,0,None,0,,448514.jpg,2.0,307,109,0,0,0.0,Aït-Nouri,0.7,224,79,False,None,9,0.76,a,20,39,156.0,213,40,41,175230,0,286213,0,0.0,10.0,Aït-Nouri,4
0,0,0,0,0,0,0,449988,None,,0,0,0,0,0.0,776,92,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Fabio,0.0,675,55,0,0,0,0.0,776,92,488,False,0.0,776,92,0,Joined Anderlecht on loan - Expected back 01 Jul,2022-07-19T23:00:04.338024Z,55,114,40,0,0,None,0,,449988.jpg,0.0,776,92,0,0,0,Silva,0.0,649,88,False,None,0,0,u,20,39,0.0,776,92,0,0,0,3391,0,0.0,0.0,Fabio Silva,0
0,4,201,100,100,4,0.37,510362,None,,0,0,-1,1,74.5,333,112,None,,1,2,4.0,-0.5,1,0.23,0.02,0.58,0.05,0.35,20.87,1.92,0.03,Toti António,0.0,53,29,14,1.29,1,37.4,337,117,489,False,230.0,289,113,978,,2022-10-17T22:30:07.793857Z,39,759,252,0,0,None,0,,510362.jpg,2.5,222,80,0,0,0.0,Gomes,2.9,114,40,False,None,10,0.92,a,20,39,69.0,326,107,43,536978,0,329185,0,0.0,11.0,Toti,6
0,0,0,100,0,0,0,510363,None,,0,0,0,0,0.0,764,332,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Francisco Jorge,0.0,594,233,0,0,0,0.0,766,332,490,False,0.0,765,332,0,,2022-07-11T11:30:03.644676Z,50,217,122,0,0,None,0,,510363.jpg,0.0,767,333,0,0,0,Tomás Oliveira,0.0,721,297,False,None,0,0,a,20,39,0.0,759,330,0,1373,0,1388,0,0.0,0.0,Chiquinho,0
4,0,228,100,100,2,0.12,159533,None,,0,0,-2,2,388.2,91,71,None,,0,3,1.3,-0.5,2,3.22,0.2,4.60,0.28,1.38,29.49,1.8,0.08,Adama,0.0,638,263,30,1.83,2,91.7,153,90,491,False,270.2,261,111,1477,,2022-08-01T17:30:04.977830Z,53,145,77,0,0,None,0,,159533.jpg,1.9,344,142,0,0,0.0,Traoré Diarra,0.2,348,120,False,None,12,0.73,a,20,39,261.0,149,88,66,64312,0,70887,0,0.0,12.5,Adama,2
0,0,0,0,0,0,0,216208,None,,0,0,-1,1,0.0,546,31,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Matija,0.0,38,19,0,0,0,0.0,566,50,492,False,0.0,562,50,0,Season-long loan to Stoke City,2023-01-29T17:35:37.297533Z,39,744,71,0,0,None,0,,216208.jpg,0.0,574,50,0,0,0,Šarkić,1.4,161,22,False,None,0,0,u,20,39,0.0,506,21,0,125656,0,188034,0,0.0,0.0,Šarkić,0
0,0,0,0,0,0,0,501837,None,,0,0,-1,1,0.0,556,201,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Yerson,0.0,51,28,0,0,0,0.0,576,202,494,False,0.0,572,203,0,Season-long loan to FC Cincinnati,2023-02-03T09:33:28.922621Z,39,757,251,0,0,None,0,,501837.jpg,0.0,584,203,0,0,0,Mosquera Valdelamar,0.8,206,74,False,None,0,0,u,20,39,0.0,517,191,0,119714,0,143122,0,0.0,0.0,Mosquera,0
